seqnames,start,end,strand,gene_id,gene_name,gene_type,gene_name_orig
"chr21",40589019,40591731,"-","ENSG00000237373.1_5","BRWD1-IT1","sense_overlapping","BRWD1-IT1"
"chr21",40607312,40607946,"-","ENSG00000229623.1_4","METTL21AP1","processed_pseudogene","METTL21AP1"
"chr21",40685887,40686886,"-","ENSG00000255568.2","BRWD1-IT2","sense_intronic","BRWD1-IT2"
"chr21",40687633,40695144,"+","ENSG00000238141.2_5","BRWD1-AS1","antisense","BRWD1-AS1"
"chr21",40714241,40721573,"-","ENSG00000205581.10_3","HMGN1","protein_coding","HMGN1"
"chr21",40716463,40716554,"+","ENSG00000252915.1","Y_RNA_6","misc_RNA","Y_RNA"
"chr21",40717300,40717383,"-","ENSG00000238556.1","snoU13_6","snoRNA","snoU13"
"chr21",40745689,40748992,"-","ENSG00000227406.1_4","RNF6P1","processed_pseudogene","RNF6P1"
"chr21",40749624,40800454,"+","ENSG00000182093.15_3","WRB","protein_coding","WRB"
"chr21",40752258,40887433,"+","ENSG00000285815.1_1","WRB-SH3BGR","protein_coding","WRB-SH3BGR"
"chr21",40777770,40817731,"-","ENSG00000157578.13_2","LCA5L","protein_coding","LCA5L"
"chr21",40817781,40887433,"+","ENSG00000185437.13_4","SH3BGR","protein_coding","SH3BGR"
"chr21",40860253,40860686,"+","ENSG00000235808.1_4","MYL6P2","processed_pseudogene","MYL6P2"
"chr21",40863470,40863824,"-","ENSG00000228349.1_2","RPS26P4","processed_pseudogene","RPS26P4"
"chr21",40897510,40901782,"+","ENSG00000235012.1_5","AF121897.1","processed_pseudogene","AF121897.1"
"chr21",40928369,41045064,"+","ENSG00000183778.17_4","B3GALT5","protein_coding","B3GALT5"
"chr21",40969074,40984748,"-","ENSG00000184809.12_4","B3GALT5-AS1","antisense","B3GALT5-AS1"
"chr21",41002198,41098012,"+","ENSG00000225330.1_6","AF064860.1","sense_overlapping","AF064860.1"
"chr21",41099682,41102607,"+","ENSG00000231713.2_5","AF064860.2","lincRNA","AF064860.2"
"chr21",41117334,41174023,"+","ENSG00000183067.5_2","IGSF5","protein_coding","IGSF5"
"chr21",41239243,41301322,"+","ENSG00000183036.10_2","PCP4","protein_coding","PCP4"
"chr21",41382926,42219065,"-","ENSG00000171587.14_3","DSCAM","protein_coding","DSCAM"
"chr21",41584279,41584358,"-","ENSG00000263973.1","MIR4760","miRNA","MIR4760"
"chr21",41755010,41757285,"+","ENSG00000235123.5_5","DSCAM-AS1","antisense","DSCAM-AS1"
"chr21",41885071,41885206,"+","ENSG00000207147.1","SNORA51","snoRNA","SNORA51"
"chr21",41949429,41949538,"+","ENSG00000221396.2","AF064863.1","miRNA","AF064863.1"
"chr21",41987304,42002693,"-","ENSG00000233756.5_5","DSCAM-IT1","sense_intronic","DSCAM-IT1"
"chr21",42235920,42236399,"+","ENSG00000230859.1_4","YRDCP3","processed_pseudogene","YRDCP3"
"chr21",42513420,42520060,"-","ENSG00000226496.2_5","LINC00323","antisense","LINC00323"
"chr21",42539484,42539556,"+","ENSG00000263681.1","MIR3197","miRNA","MIR3197"
"chr21",42539728,42654445,"+","ENSG00000182240.15_3","BACE2","protein_coding","BACE2"
"chr21",42547158,42558715,"-","ENSG00000280109.3_5","PLAC4","antisense","PLAC4"
"chr21",42552024,42552553,"+","ENSG00000224388.1_6","BACE2-IT1","antisense","BACE2-IT1"
"chr21",42676139,42729358,"+","ENSG00000183844.16_4","FAM3B","protein_coding","FAM3B"
"chr21",42733870,42781317,"+","ENSG00000183486.12_3","MX2","protein_coding","MX2"
"chr21",42792231,42831141,"+","ENSG00000157601.13_3","MX1","protein_coding","MX1"
"chr21",42812983,42817635,"-","ENSG00000228318.3_5","AP001610.1","antisense","AP001610.1"
"chr21",42836478,42903043,"-","ENSG00000184012.11_4","TMPRSS2","protein_coding","TMPRSS2"
"chr21",42911133,42911253,"+","ENSG00000207503.1","SNORA32","snoRNA","SNORA32"
"chr21",42931052,42934885,"-","ENSG00000232806.1_5","AP001610.2","lincRNA","AP001610.2"
"chr21",42948062,42953246,"-","ENSG00000223400.1_2","AP006748.1","lincRNA","AP006748.1"
"chr21",43024746,43024843,"-","ENSG00000252771.1","snoU13_7","snoRNA","snoU13"
"chr21",43099341,43117496,"+","ENSG00000227702.1_4","LINC00111","lincRNA","LINC00111"
"chr21",43131680,43135935,"-","ENSG00000236384.7_2","LINC00479","lincRNA","LINC00479"
"chr21",43136596,43137740,"+","ENSG00000232401.1_5","LINC00112","antisense","LINC00112"
"chr21",43159529,43187266,"-","ENSG00000183421.11_2","RIPK4","protein_coding","RIPK4"
"chr21",43159533,43161468,"+","ENSG00000236883.1_5","AP001615.1","antisense","AP001615.1"
"chr21",43218385,43299591,"-","ENSG00000141956.13_3","PRDM15","protein_coding","PRDM15"
"chr21",43290742,43292163,"+","ENSG00000236545.1_5","AP001619.2","antisense","AP001619.2"
"chr21",43294865,43297722,"-","ENSG00000227698.1_6","AP001619.1","sense_intronic","AP001619.1"
"chr21",43302314,43302409,"+","ENSG00000251778.1","SNORA3","snoRNA","SNORA3"
"chr21",43305221,43373999,"-","ENSG00000157617.16_3","C2CD2","protein_coding","C2CD2"
"chr21",43406940,43430496,"-","ENSG00000173276.13_2","ZBTB21","protein_coding","ZBTB21"
"chr21",43429303,43445033,"+","ENSG00000237232.7_2","ZNF295-AS1","lincRNA","ZNF295-AS1"
"chr21",43483068,43563563,"+","ENSG00000177398.18_3","UMODL1","protein_coding","UMODL1"
"chr21",43522244,43528644,"-","ENSG00000184385.2_4","UMODL1-AS1","sense_overlapping","UMODL1-AS1"
"chr21",43619799,43717354,"+","ENSG00000160179.18_5","ABCG1","protein_coding","ABCG1"
"chr21",43641283,43641396,"+","ENSG00000223262.1","RNA5SP492","rRNA","RNA5SP492"
"chr21",43720384,43720455,"-","ENSG00000216197.1","AP001623.1","miRNA","AP001623.1"
"chr21",43731777,43735761,"-","ENSG00000160180.15_3","TFF3","protein_coding","TFF3"
"chr21",43766466,43771237,"-","ENSG00000160181.8_2","TFF2","protein_coding","TFF2"
"chr21",43782391,43786703,"-","ENSG00000160182.2_2","TFF1","protein_coding","TFF1"
"chr21",43791946,43816955,"-","ENSG00000160183.14_4","TMPRSS3","protein_coding","TMPRSS3"
"chr21",43823556,43867791,"+","ENSG00000160185.14_2","UBASH3A","protein_coding","UBASH3A"
"chr21",43837606,43837702,"-","ENSG00000252619.1","RNU6-1149P","snRNA","RNU6-1149P"
"chr21",43892596,43916464,"-","ENSG00000160188.9_2","RSPH1","protein_coding","RSPH1"
"chr21",43916118,44001550,"+","ENSG00000160190.13_5","SLC37A1","protein_coding","SLC37A1"
"chr21",43916649,43917553,"+","ENSG00000239930.2_6","AP001625.3","sense_intronic","AP001625.3"
"chr21",43928734,43929771,"+","ENSG00000231867.1_6","AP001625.1","sense_intronic","AP001625.1"
"chr21",43980484,43982044,"-","ENSG00000235772.1_5","AP001625.2","antisense","AP001625.2"
"chr21",44019390,44035168,"-","ENSG00000225431.1_4","LINC01671","lincRNA","LINC01671"
"chr21",44068381,44071354,"-","ENSG00000235023.1_5","AP001626.1","antisense","AP001626.1"
"chr21",44073746,44195619,"+","ENSG00000160191.17_3","PDE9A","protein_coding","PDE9A"
"chr21",44153704,44161868,"-","ENSG00000225731.1_4","AP001627.1","antisense","AP001627.1"
"chr21",44197929,44200104,"-","ENSG00000283051.1_4","LINC01668","lincRNA","LINC01668"
"chr21",44201184,44202339,"-","ENSG00000233754.2_5","AP001628.2","lincRNA","AP001628.2"
"chr21",44251150,44256587,"-","ENSG00000225218.1_5","AP001628.1","lincRNA","AP001628.1"
"chr21",44263204,44299678,"-","ENSG00000160193.11_2","WDR4","protein_coding","WDR4"
"chr21",44299754,44333414,"+","ENSG00000160194.17_2","NDUFV3","protein_coding","NDUFV3"
"chr21",44336913,44345756,"-","ENSG00000233056.2_4","ERVH48-1","lincRNA","ERVH48-1"
"chr21",44371038,44371124,"-","ENSG00000264580.1","MIR5692B","miRNA","MIR5692B"
"chr21",44384749,44385473,"-","ENSG00000224100.1_5","AP001630.1","antisense","AP001630.1"
"chr21",44394620,44454041,"+","ENSG00000160199.14_3","PKNOX1","protein_coding","PKNOX1"
"chr21",44473301,44496472,"-","ENSG00000274276.4_3","CBSL","protein_coding","CBSL"
"chr21",44473301,44497053,"-","ENSG00000160200.17_2","CBS","protein_coding","CBS"
"chr21",44513066,44527693,"-","ENSG00000275895.6_4","U2AF1L5","protein_coding","U2AF1L5"
"chr21",44513066,44527697,"-","ENSG00000160201.11_3","U2AF1","protein_coding","U2AF1"
"chr21",44535444,44535819,"-","ENSG00000232777.1_2","MRPL51P2","processed_pseudogene","MRPL51P2"
"chr21",44535447,44535819,"-","ENSG00000280346.1_5","FP236240.3","processed_pseudogene","FP236240.3"
"chr21",44547630,44547729,"+","ENSG00000264009.1","AP001631.1","miRNA","AP001631.1"
"chr21",44548770,44549096,"-","ENSG00000279226.1_5","FP236240.2","TEC","FP236240.2"
"chr21",44560633,44561202,"-","ENSG00000236663.1_5","FRGCA","antisense","FRGCA"
"chr21",44579176,44582387,"-","ENSG00000228120.2_5","AP001631.1_2","lincRNA","AP001631.1"
"chr21",44579176,44582387,"-","ENSG00000278927.1_5","FP236240.1","lincRNA","FP236240.1"
"chr21",44589118,44592915,"+","ENSG00000160202.7_2","CRYAA","protein_coding","CRYAA"
"chr21",44589141,44592915,"+","ENSG00000276076.4_5","CRYAA2","protein_coding","CRYAA2"
"chr21",44742297,44751919,"-","ENSG00000237864.1_4","LINC00322","lincRNA","LINC00322"
"chr21",44778027,44782229,"-","ENSG00000237989.1_4","LINC01679","lincRNA","LINC01679"
"chr21",44783212,44786446,"+","ENSG00000225637.1_5","AP001046.1","lincRNA","AP001046.1"
"chr21",44834363,44847069,"-","ENSG00000142178.8_3","SIK1","protein_coding","SIK1"
"chr21",44834402,44847008,"-","ENSG00000275993.2_5","SIK1B","protein_coding","SIK1B"
"chr21",44866481,44873773,"+","ENSG00000188660.3_4","LINC00319","lincRNA","LINC00319"
"chr21",44866739,44873782,"+","ENSG00000280179.1_5","CU639417.4","lincRNA","CU639417.4"
"chr21",44875562,44876954,"-","ENSG00000280095.1_5","CU639417.3","lincRNA","CU639417.3"
"chr21",44881840,44898103,"-","ENSG00000280191.3_4","LINC01669","lincRNA","LINC01669"
"chr21",44881974,44899414,"-","ENSG00000185186.8_3","LINC00313","lincRNA","LINC00313"
"chr21",44885189,44887178,"+","ENSG00000223975.1_5","AP001048.1","lincRNA","AP001048.1"
"chr21",44922354,44923757,"-","ENSG00000279769.1_5","CU639417.1","TEC","CU639417.1"
"chr21",44949072,45079374,"-","ENSG00000160207.8_3","HSF2BP","protein_coding","HSF2BP"
"chr21",44949637,44949843,"-","ENSG00000280013.1_5","CU639417.2","processed_pseudogene","CU639417.2"
"chr21",44971110,44971481,"+","ENSG00000214326.2_2","RPL31P1","processed_pseudogene","RPL31P1"
"chr21",44985070,44985529,"+","ENSG00000234289.5_2","H2BFS","protein_coding","H2BFS"
"chr21",44985070,44985529,"+","ENSG00000274559.3_5","H2BFS_2","protein_coding","H2BFS"
"chr21",45079429,45115960,"+","ENSG00000160208.12_2","RRP1B","protein_coding","RRP1B"
"chr21",45138975,45182188,"+","ENSG00000160209.18_2","PDXK","protein_coding","PDXK"
"chr21",45192392,45196326,"-","ENSG00000160213.7_3","CSTB","protein_coding","CSTB"
"chr21",45203004,45203454,"+","ENSG00000234030.1_4","TMEM97P1","processed_pseudogene","TMEM97P1"
"chr21",45209394,45225174,"+","ENSG00000160214.12_2","RRP1","protein_coding","RRP1"
"chr21",45225639,45232448,"-","ENSG00000215458.8_5","AATBC","antisense","AATBC"
"chr21",45275771,45276223,"-","ENSG00000226543.3_4","MYL6P1","processed_pseudogene","MYL6P1"
"chr21",45285067,45406417,"+","ENSG00000160216.18_3","AGPAT3","protein_coding","AGPAT3"
"chr21",45339676,45339782,"-","ENSG00000199598.1","RNU6-859P","snRNA","RNU6-859P"
"chr21",45416203,45416301,"-","ENSG00000252606.1","RNU6-1150P","snRNA","RNU6-1150P"
"chr21",45432200,45526433,"+","ENSG00000160218.12_2","TRAPPC10","protein_coding","TRAPPC10"
"chr21",45466228,45466922,"-","ENSG00000213440.2_4","H2AFZP1","processed_pseudogene","H2AFZP1"
"chr21",45516461,45526433,"+","ENSG00000280433.1_5","FP565260.6","protein_coding","FP565260.6"
"chr21",45527171,45551063,"+","ENSG00000241945.7_2","PWP2","protein_coding","PWP2"
"chr21",45527204,45551063,"+","ENSG00000275464.4_6","FP565260.1","protein_coding","FP565260.1"
"chr21",45548128,45565591,"+","ENSG00000276612.3_6","FP565260.2","protein_coding","FP565260.2"
"chr21",45553487,45629997,"+","ENSG00000160221.17_5","GATD3A","protein_coding","GATD3A"
"chr21",45553509,45602558,"+","ENSG00000280071.3_6","GATD3B","protein_coding","GATD3B"
"chr21",45578623,45579959,"-","ENSG00000225331.1_4","LINC01678","lincRNA","LINC01678"
"chr21",45587818,45593580,"-","ENSG00000267913.1","AP001055.1","protein_coding","AP001055.1"
"chr21",45592052,45614221,"-","ENSG00000285413.1_2","AP001056.2","lincRNA","AP001056.2"
"chr21",45593987,45608568,"-","ENSG00000279687.1_5","FP565260.5","antisense","FP565260.5"
"chr21",45595372,45596336,"+","ENSG00000237604.1_2","AP001056.1","lincRNA","AP001056.1"
"chr21",45621173,45622579,"+","ENSG00000232124.1","AP001057.1","antisense","AP001057.1"
"chr21",45626408,45627282,"-","ENSG00000232698.1","AP001058.3","lincRNA","AP001058.3"
"chr21",45636897,45660849,"-","ENSG00000160223.17_3","ICOSLG","protein_coding","ICOSLG"
"chr21",45642880,45660887,"-","ENSG00000277117.4_5","FP565260.3","protein_coding","FP565260.3"
"chr21",45661730,45661964,"+","ENSG00000278158.1_5","AP001059.3","lincRNA","AP001059.3"
"chr21",45664428,45664876,"+","ENSG00000275799.1_5","AP001059.2","lincRNA","AP001059.2"
"chr21",45666222,45682099,"-","ENSG00000142182.8_3","DNMT3L","protein_coding","DNMT3L"
"chr21",45666235,45671581,"-","ENSG00000279493.1_5","FP565260.4","protein_coding","FP565260.4"
"chr21",45670696,45671403,"+","ENSG00000232010.1_5","AP001059.1","antisense","AP001059.1"
"chr21",45705721,45718531,"+","ENSG00000160224.16_2","AIRE","protein_coding","AIRE"
"chr21",45719934,45747259,"+","ENSG00000141959.16_1","PFKL","protein_coding","PFKL"
"chr21",45748827,45750104,"-","ENSG00000241728.5_6","AP001062.3","sense_overlapping","AP001062.3"
"chr21",45748827,45759285,"-","ENSG00000160226.15_4","CFAP410","protein_coding","CFAP410"
"chr21",45751117,45755734,"+","ENSG00000184441.4_5","AP001062.1","antisense","AP001062.1"
"chr21",45751119,45751543,"+","ENSG00000255902.1","AP001062.1_2","pseudogene","AP001062.1"
"chr21",45759259,45760353,"+","ENSG00000232969.1_5","AP001062.2","antisense","AP001062.2"
"chr21",45767650,45768178,"-","ENSG00000260256.1_2","AP001063.1","lincRNA","AP001063.1"
"chr21",45770046,45862964,"+","ENSG00000142185.16_5","TRPM2","protein_coding","TRPM2"
"chr21",45834471,45845155,"-","ENSG00000230061.2_5","TRPM2-AS","antisense","TRPM2-AS"
"chr21",45857004,45857058,"+","ENSG00000266692.1","snoZ6","snoRNA","snoZ6"
"chr21",45858918,45858993,"+","ENSG00000264452.1","snoZ6_2","snoRNA","snoZ6"
"chr21",45870869,45875167,"-","ENSG00000229356.1_5","LRRC3-DT","antisense","LRRC3-DT"
"chr21",45875369,45882079,"+","ENSG00000160233.7_2","LRRC3","protein_coding","LRRC3"
"chr21",45879814,45882078,"+","ENSG00000269430.1","LRRC3DN","protein_coding","LRRC3DN"
"chr21",45889812,45892399,"-","ENSG00000224747.1_4","MTCYBP21","processed_pseudogene","MTCYBP21"
"chr21",45892778,45893622,"+","ENSG00000223431.1_4","MTND6P21","processed_pseudogene","MTND6P21"
"chr21",45893606,45894980,"-","ENSG00000227999.1_4","MTND5P1","processed_pseudogene","MTND5P1"
"chr21",45897733,45898376,"+","ENSG00000274225.1_2","AP001065.1","lincRNA","AP001065.1"
"chr21",45905460,45910171,"+","ENSG00000228709.1_5","LINC02575","lincRNA","LINC02575"
"chr21",45917775,46131495,"-","ENSG00000175894.16_5","TSPEAR","protein_coding","TSPEAR"
"chr21",45926690,45936458,"+","ENSG00000235890.2_5","TSPEAR-AS1","antisense","TSPEAR-AS1"
"chr21",45937099,45945835,"+","ENSG00000182912.6_4","TSPEAR-AS2","antisense","TSPEAR-AS2"
"chr21",45958864,45960078,"-","ENSG00000215455.4_3","KRTAP10-1","protein_coding","KRTAP10-1"
"chr21",45970240,45971388,"-","ENSG00000205445.3_3","KRTAP10-2","protein_coding","KRTAP10-2"
"chr21",45977673,45978643,"-","ENSG00000212935.1_3","KRTAP10-3","protein_coding","KRTAP10-3"
"chr21",45993601,46058201,"+","ENSG00000215454.6_3","KRTAP10-4","protein_coding","KRTAP10-4"
"chr21",45999332,46000481,"-","ENSG00000241123.1_3","KRTAP10-5","protein_coding","KRTAP10-5"
"chr21",46011149,46012386,"-","ENSG00000188155.11_3","KRTAP10-6","protein_coding","KRTAP10-6"
"chr21",46020497,46022091,"+","ENSG00000272804.3_2","KRTAP10-7","protein_coding","KRTAP10-7"
"chr21",46020522,46021649,"+","ENSG00000256212.1","AL773602.1","pseudogene","AL773602.1"
"chr21",46031996,46032871,"+","ENSG00000187766.1_2","KRTAP10-8","protein_coding","KRTAP10-8"
"chr21",46047040,46048210,"+","ENSG00000221837.5_3","KRTAP10-9","protein_coding","KRTAP10-9"
"chr21",46057273,46058372,"+","ENSG00000221859.2_2","KRTAP10-10","protein_coding","KRTAP10-10"
"chr21",46066331,46067567,"+","ENSG00000243489.4_2","KRTAP10-11","protein_coding","KRTAP10-11"
"chr21",46074130,46074576,"-","ENSG00000212933.1_3","KRTAP12-4","protein_coding","KRTAP12-4"
"chr21",46077849,46078258,"+","ENSG00000205439.10_2","KRTAP12-3","protein_coding","KRTAP12-3"
"chr21",46086106,46086844,"-","ENSG00000221864.4_3","KRTAP12-2","protein_coding","KRTAP12-2"
"chr21",46095785,46098003,"-","ENSG00000229880.1_4","IMMTP1","processed_pseudogene","IMMTP1"
"chr21",46101491,46102078,"-","ENSG00000187175.5_3","KRTAP12-1","protein_coding","KRTAP12-1"
"chr21",46106273,46106544,"+","ENSG00000276647.1_5","KRTAP12-6P","processed_pseudogene","KRTAP12-6P"
"chr21",46117087,46117959,"+","ENSG00000189169.7_2","KRTAP10-12","protein_coding","KRTAP10-12"
"chr21",46122136,46122706,"+","ENSG00000236382.1_4","KRTAP10-13P","unprocessed_pseudogene","KRTAP10-13P"
"chr21",46188495,46221934,"-","ENSG00000184787.18_2","UBE2G2","protein_coding","UBE2G2"
"chr21",46222492,46224632,"+","ENSG00000236519.1_5","LINC01424","antisense","LINC01424"
"chr21",46225532,46238694,"-","ENSG00000184900.15_2","SUMO3","protein_coding","SUMO3"
"chr21",46269500,46293818,"-","ENSG00000183255.11_3","PTTG1IP","protein_coding","PTTG1IP"
"chr21",46305868,46351904,"-","ENSG00000160255.17_5","ITGB2","protein_coding","ITGB2"
"chr21",46340966,46349593,"+","ENSG00000227039.6_5","ITGB2-AS1","antisense","ITGB2-AS1"
"chr21",46349568,46350027,"-","ENSG00000273027.1_6","AL844908.2","sense_intronic","AL844908.2"
"chr21",46352729,46359828,"-","ENSG00000183250.11_4","LINC01547","lincRNA","LINC01547"
"chr21",46356218,46356869,"+","ENSG00000272825.1_5","AL844908.1","antisense","AL844908.1"
"chr21",46359925,46396904,"+","ENSG00000160256.12_3","FAM207A","protein_coding","FAM207A"
"chr21",46398747,46399189,"+","ENSG00000276529.1_5","AP001505.1","lincRNA","AP001505.1"
"chr21",46409779,46414001,"-","ENSG00000234880.1_4","LINC00163","lincRNA","LINC00163"
"chr21",46414277,46415100,"-","ENSG00000261706.1_4","LINC00165","lincRNA","LINC00165"
"chr21",46419122,46424642,"-","ENSG00000275874.1_5","PICSAR","lincRNA","PICSAR"
"chr21",46490867,46494080,"-","ENSG00000235374.2_2","SSR4P1","transcribed_processed_pseudogene","SSR4P1"
"chr21",46493768,46646475,"+","ENSG00000197381.15_3","ADARB1","protein_coding","ADARB1"
"chr21",46511596,46515493,"-","ENSG00000268805.1","PRED57","protein_coding","PRED57"
"chr21",46520402,46521009,"-","ENSG00000267857.2_5","AL133499.1","lincRNA","AL133499.1"
"chr21",46654255,46684463,"+","ENSG00000182586.8_2","LINC00334","lincRNA","LINC00334"
"chr21",46683843,46707813,"-","ENSG00000186866.16_2","POFUT2","protein_coding","POFUT2"
"chr21",46707965,46717721,"+","ENSG00000223768.2_3","LINC00205","bidirectional_promoter_lncRNA","LINC00205"
"chr21",46720160,46725172,"-","ENSG00000184274.3_4","LINC00315","lincRNA","LINC00315"
"chr21",46756622,46758580,"+","ENSG00000229382.1_5","BX322557.1","lincRNA","BX322557.1"
"chr21",46758505,46761905,"-","ENSG00000237664.1_4","LINC00316","lincRNA","LINC00316"
"chr21",46796106,46796297,"-","ENSG00000228930.1_4","MTCO1P3","processed_pseudogene","MTCO1P3"
"chr21",46798116,46799550,"-","ENSG00000228355.1_5","BX322559.1","antisense","BX322559.1"
"chr21",46823724,46824284,"-","ENSG00000273796.1_5","BX322562.1","lincRNA","BX322562.1"
"chr21",46825052,46933634,"+","ENSG00000182871.14_3","COL18A1","protein_coding","COL18A1"
"chr21",46827301,46829980,"-","ENSG00000224574.1_5","COL18A1-AS2","antisense","COL18A1-AS2"
"chr21",46839631,46844985,"-","ENSG00000183535.9_4","COL18A1-AS1","antisense","COL18A1-AS1"
"chr21",46913486,46964325,"-","ENSG00000173638.18_4","SLC19A1","protein_coding","SLC19A1"
"chr21",47013568,47022970,"+","ENSG00000233922.2_4","LINC01694","lincRNA","LINC01694"
"chr21",47063608,47362368,"+","ENSG00000183570.16_4","PCBP3","protein_coding","PCBP3"
"chr21",47179718,47183672,"-","ENSG00000275139.1_5","AL133492.1","antisense","AL133492.1"
"chr21",47183565,47190005,"-","ENSG00000267883.1","PRED60","protein_coding","PRED60"
"chr21",47247875,47256333,"-","ENSG00000205424.1_4","AL592528.1","antisense","AL592528.1"
"chr21",47290768,47293259,"+","ENSG00000276633.1_3","AJ011931.1","sense_intronic","AJ011931.1"
"chr21",47334210,47339397,"+","ENSG00000280604.1_5","AJ239328.1","sense_overlapping","AJ239328.1"
"chr21",47347679,47352477,"-","ENSG00000268040.1","PRED62","protein_coding","PRED62"
"chr21",47394403,47394867,"+","ENSG00000274248.1_2","AJ011932.1","lincRNA","AJ011932.1"
"chr21",47401651,47424964,"+","ENSG00000142156.14_2","COL6A1","protein_coding","COL6A1"
"chr21",47456966,47459721,"+","ENSG00000224413.1_5","AP001476.1","lincRNA","AP001476.1"
"chr21",47472510,47473019,"+","ENSG00000228235.1_5","AP001476.3","lincRNA","AP001476.3"
"chr21",47476430,47477481,"+","ENSG00000226115.1_5","AP001476.2","lincRNA","AP001476.2"
"chr21",47491999,47492162,"-","ENSG00000233767.1_4","PSMA6P3","processed_pseudogene","PSMA6P3"
"chr21",47513178,47517444,"-","ENSG00000227438.1_4","AP001471.1","antisense","AP001471.1"
"chr21",47518011,47552763,"+","ENSG00000142173.14_3","COL6A2","protein_coding","COL6A2"
"chr21",47556176,47575481,"-","ENSG00000160282.13_2","FTCD","protein_coding","FTCD"
"chr21",47571528,47572561,"+","ENSG00000237338.1_5","FTCD-AS1","antisense","FTCD-AS1"
"chr21",47581062,47604390,"-","ENSG00000160284.14_2","SPATC1L","protein_coding","SPATC1L"
"chr21",47604993,47608855,"+","ENSG00000228404.1_5","AP001468.1","antisense","AP001468.1"
"chr21",47608055,47648738,"-","ENSG00000160285.14_2","LSS","protein_coding","LSS"
"chr21",47612391,47613673,"-","ENSG00000235878.4","AP001468.1_2","protein_coding","AP001468.1"
"chr21",47640183,47645278,"+","ENSG00000223901.2_5","AP001469.1","antisense","AP001469.1"
"chr21",47649131,47679304,"+","ENSG00000215424.9_6","MCM3AP-AS1","antisense","MCM3AP-AS1"
"chr21",47655040,47706211,"-","ENSG00000160294.10_3","MCM3AP","protein_coding","MCM3AP"
"chr21",47666804,47667596,"+","ENSG00000228137.1_6","AP001469.2","antisense","AP001469.2"
"chr21",47671463,47674047,"-","ENSG00000239415.1_6","AP001469.3","antisense","AP001469.3"
"chr21",47706251,47717665,"+","ENSG00000182362.13_2","YBEY","protein_coding","YBEY"
"chr21",47720095,47743789,"-","ENSG00000160298.17_6","C21orf58","protein_coding","C21orf58"
"chr21",47744036,47865682,"+","ENSG00000160299.16_3","PCNT","protein_coding","PCNT"
"chr21",47840467,47840948,"-","ENSG00000225043.1_4","RPL18AP2","processed_pseudogene","RPL18AP2"
"chr21",47878812,47989765,"+","ENSG00000160305.17_4","DIP2A","protein_coding","DIP2A"
"chr21",47882384,47889219,"+","ENSG00000223692.1_5","DIP2A-IT1","sense_intronic","DIP2A-IT1"
"chr21",47945531,47945635,"+","ENSG00000202239.1","RNU6-396P","snRNA","RNU6-396P"
"chr21",47955709,47956003,"+","ENSG00000272283.1","Metazoa_SRP","misc_RNA","Metazoa_SRP"
"chr21",48018875,48025121,"-","ENSG00000160307.9_2","S100B","protein_coding","S100B"
"chr21",48055079,48085036,"+","ENSG00000160310.17_2","PRMT2","protein_coding","PRMT2"
"chr21",48073470,48073934,"-","ENSG00000230982.1_4","DSTNP1","processed_pseudogene","DSTNP1"
"chr21",48110676,48111138,"+","ENSG00000212932.3_2","RPL23AP4","processed_pseudogene","RPL23AP4"
