chromosome	start	end	gene	minCopyNumber	maxCopyNumber	somaticRegions	transcriptId	isCanonical	chromosomeBand	minRegions	minRegionStart	minRegionEnd	minRegionStartSupport	minRegionEndSupport	minRegionMethod	minMinorAlleleCopyNumber	depthWindowCount	gcContent
chr7	71132144	71713600	GALNT17	1.9739	1.9739	1	ENST00000333538	true	q11.22	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	71307672	71307770	MIR3914-1	1.9739	1.9739	1	ENST00000584357	true	q11.22	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	71307674	71307768	MIR3914-2	1.9739	1.9739	1	ENST00000637339	true	q11.22	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	71685452	71685747	RN7SKP75	1.9739	1.9739	1	ENST00000363070	true	q11.22	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	71779491	72447151	CALN1	1.9739	1.9739	1	ENST00000395275	true	q11.22	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	71913738	71913856	RNA5SP232	1.9739	1.9739	1	ENST00000364144	true	q11.22	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	72103181	72104209	ABCF2P2	1.9739	1.9739	1	ENST00000450549	true	q11.22	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	72558744	72828200	TYW1B	1.9739	1.9739	1	ENST00000620995	true	q11.22	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	72697903	72697978	MIR4650-2	1.9739	1.9739	1	ENST00000581927	true	q11.22	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	72822894	72823171	RN7SL377P	1.9739	1.9739	1	ENST00000585039	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	72829656	72836701	SBDSP1	1.9739	1.9739	1	ENST00000453858	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	72841437	72841727	RN7SL625P	1.9739	1.9739	1	ENST00000488637	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	72863903	72871581	SPDYE7P	1.9739	1.9739	1	ENST00000420373	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	72879349	72951440	POM121	1.9739	1.9739	1	ENST00000434423	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	72947581	72954790	NSUN5P2	1.9739	1.9739	1	ENST00000602348	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	72959485	72969466	TRIM74	1.9739	1.9739	1	ENST00000285805	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	72998027	73003730	STAG3L3	1.9739	1.9739	1	ENST00000608210	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73005541	73021103	PMS2P7	1.9739	1.9739	1	ENST00000506558	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73019719	73029766	SPDYE8	1.9739	1.9739	1	ENST00000333385	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73037371	73049246	PMS2P8	1.9739	1.9739	1	ENST00000380410	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73047862	73057911	SPDYE11	1.9739	1.9739	1	ENST00000340073	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73075972	73086038	SPDYE9	1.9739	1.9739	1	ENST00000575125	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73093657	73105389	PMS2P6	1.9739	1.9739	1	ENST00000333674	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73104008	73155431	SPDYE10	1.9739	1.9739	1	ENST00000691996	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73175415	73205441	GTF2IP4	1.9739	1.9739	1	ENST00000453092	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73187969	73188736	PHBP5	1.9739	1.9739	1	ENST00000449310	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73220624	73235945	NCF1B	1.9739	1.9739	1	ENST00000423083	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73243271	73280119	GTF2IRD2P1	1.9739	1.9739	1	ENST00000449689	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73293497	73301161	POM121B	1.9739	1.9739	1	ENST00000380760	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73302516	73308826	NSUN5	1.9739	1.9739	1	ENST00000438747	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73312536	73328082	TRIM50	1.9739	1.9739	1	ENST00000333149	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73328161	73358637	FKBP6	1.9739	1.9739	1	ENST00000252037	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73339094	73339200	RNU6-1080P	1.9739	1.9739	1	ENST00000383982	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73433778	73436120	FZD9	1.9739	1.9739	1	ENST00000344575	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73440406	73522293	BAZ1B	1.9739	1.9739	1	ENST00000339594	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73507208	73507274	RNU6-1198P	1.9739	1.9739	1	ENST00000516904	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73536356	73557690	BCL7B	1.9739	1.9739	1	ENST00000223368	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73567537	73578791	TBL2	1.9739	1.9739	1	ENST00000305632	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73593194	73624543	MLXIPL	1.9739	1.9739	1	ENST00000313375	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73667831	73672112	VPS37D	1.9739	1.9739	1	ENST00000324941	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73680918	73683453	DNAJC30	1.9739	1.9739	1	ENST00000395176	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73683597	73698212	BUD23	1.9739	1.9739	1	ENST00000265758	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73699206	73719672	STX1A	1.9739	1.9739	1	ENST00000222812	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73711317	73711397	MIR4284	1.9739	1.9739	1	ENST00000578924	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73732569	73732868	RN7SL265P	1.9739	1.9739	1	ENST00000486808	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73735407	73736073	ABHD11-AS1	1.9739	1.9739	1	ENST00000641969	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73736094	73738852	ABHD11	1.9739	1.9739	1	ENST00000222800	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73768997	73770270	CLDN3	1.9739	1.9739	1	ENST00000395145	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73799542	73832690	CLDN4	1.9739	1.9739	1	ENST00000340958	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73834590	73842516	METTL27	1.9739	1.9739	1	ENST00000297873	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	73861159	73865890	TMEM270	1.9739	1.9739	1	ENST00000320531	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74027789	74069907	ELN	1.9739	1.9739	1	ENST00000252034	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74058905	74062287	ELN-AS1	1.9739	1.9739	1	ENST00000435932	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74082933	74122525	LIMK1	1.9739	1.9739	1	ENST00000336180	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74174231	74197122	EIF4H	1.9739	1.9739	1	ENST00000265753	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74191198	74191294	MIR590	1.9739	1.9739	1	ENST00000385008	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74199652	74229834	LAT2	1.9739	1.9739	1	ENST00000460943	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74231499	74254458	RFC2	1.9739	1.9739	1	ENST00000055077	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74289407	74405935	CLIP2	1.9739	1.9739	1	ENST00000223398	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74453790	74602605	GTF2IRD1	1.9739	1.9739	1	ENST00000424337	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74487428	74487540	RNA5SP233	1.9739	1.9739	1	ENST00000459153	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74650231	74760692	GTF2I	1.9739	1.9739	1	ENST00000573035	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74688864	74729001	GTF2I-AS1	1.9739	1.9739	1	ENST00000450426	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74741457	74742121	PHBP15	1.9739	1.9739	1	ENST00000574228	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74774011	74789315	NCF1	1.9739	1.9739	1	ENST00000289473	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74796151	74851605	GTF2IRD2	1.9739	1.9739	1	ENST00000451013	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74882705	74890402	STAG3L2	1.9739	1.9739	1	ENST00000622110	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74894116	74897835	PMS2P5	1.9739	1.9739	1	ENST00000398065	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74904289	74915078	SPDYE12	1.9739	1.9739	1	ENST00000618416	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	74964705	75031528	CASTOR2	1.9739	1.9739	1	ENST00000616305	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75027122	75074228	RCC1L	1.9739	1.9739	1	ENST00000610322	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75092573	75149817	GTF2IRD2B	1.9739	1.9739	1	ENST00000472837	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75156639	75172044	NCF1C	1.9739	1.9739	1	ENST00000438382	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75187242	75217264	GTF2IP1	1.9739	1.9739	1	ENST00000614592	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75203926	75204711	PHBP6	1.9739	1.9739	1	ENST00000614021	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75280790	75289501	SPDYE13	1.9739	1.9739	1	ENST00000652175	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75307376	75317429	SPDYE14	1.9739	1.9739	1	ENST00000651045	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75316048	75327765	PMS2P10	1.9739	1.9739	1	ENST00000412694	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75335343	75345396	SPDYE15	1.9739	1.9739	1	ENST00000612377	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75344015	75359550	PMS2P2	1.9739	1.9739	1	ENST00000425039	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75361374	75367087	STAG3L1	1.9739	1.9739	1	ENST00000456374	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75395063	75410996	TRIM73	1.9739	1.9739	1	ENST00000323819	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75410368	75416597	NSUN5P1	1.9739	1.9739	1	ENST00000421140	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75416786	75486299	POM121C	1.9739	1.9739	1	ENST00000615331	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75492320	75504316	SPDYE5	1.9739	1.9739	1	ENST00000625065	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75507747	75528148	PMS2P3	1.9739	1.9739	1	ENST00000693762	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75533298	75738962	HIP1	1.9739	1.9739	1	ENST00000336926	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75769533	75789896	CCL26	1.9739	1.9739	1	ENST00000005180	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75810825	75823356	CCL24	1.9739	1.9739	1	ENST00000222902	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75842602	75888926	RHBDD2	1.9739	1.9739	1	ENST00000006777	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75899200	75986855	POR	1.9739	1.9739	1	ENST00000461988	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75915197	75915269	MIR4651	1.9739	1.9739	1	ENST00000582622	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75922755	75923443	RPL7L1P3	1.9739	1.9739	1	ENST00000455249	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75943782	75943916	SNORA14A	1.9739	1.9739	1	ENST00000364773	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75986831	75994656	TMEM120A	1.9739	1.9739	1	ENST00000493111	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	75996338	76048004	STYXL1	1.9739	1.9739	1	ENST00000359697	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76048051	76067508	MDH2	1.9739	1.9739	1	ENST00000315758	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76087444	76087547	RNU6-863P	1.9739	1.9739	1	ENST00000515989	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76099440	76101408	GTF2IP7	1.9739	1.9739	1	ENST00000436677	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76201896	76287288	SRRM3	1.9739	1.9739	1	ENST00000611745	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76302673	76304295	HSPB1	1.9739	1.9739	1	ENST00000248553	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76326799	76358991	YWHAG	1.9739	1.9739	1	ENST00000307630	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76361768	76362113	PPIAP81	1.9739	1.9739	1	ENST00000395416	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76389334	76409697	SSC4D	1.9739	1.9739	1	ENST00000275560	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76397518	76442071	ZP3	1.9739	1.9739	1	ENST00000394857	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76461676	76505995	DTX2	1.9739	1.9739	1	ENST00000430490	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76470162	76471058	FDPSP2	1.9739	1.9739	1	ENST00000453932	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76510525	76516522	UPK3B	1.9739	1.9739	1	ENST00000334348	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76531313	76543297	SPDYE16	1.9739	1.9739	1	ENST00000633306	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76609986	76627279	POMZP3	1.9739	1.9739	1	ENST00000310842	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76959835	77043775	DTX2P1-UPK3BP1-PMS2P11	1.9739	1.9739	1	ENST00000636308	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76968197	76969250	FDPSP7	1.9739	1.9739	1	ENST00000429043	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	76978617	77004308	DTX2P1	1.9739	1.9739	1	ENST00000425797	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77004662	77005774	UPK3BP1	1.9739	1.9739	1	ENST00000428678	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77011551	77015853	PMS2P11	1.9739	1.9739	1	ENST00000451831	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77022306	77032361	SPDYE17	1.9739	1.9739	1	ENST00000671986	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77039944	77043776	PMS2P9	1.9739	1.9739	1	ENST00000441237	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77050391	77062558	SPDYE18	1.9739	1.9739	1	ENST00000510091	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77083886	77122116	FAM185BP	1.9739	1.9739	1	ENST00000443595	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77122434	77329533	CCDC146	1.9739	1.9739	1	ENST00000285871	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77193369	77199848	FGL2	1.9739	1.9739	1	ENST00000248598	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77310751	77416349	GSAP	1.9739	1.9739	1	ENST00000257626	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77461458	77462139	GCNT1P5	1.9739	1.9739	1	ENST00000449274	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77537295	77640069	PTPN12	1.9739	1.9739	1	ENST00000248594	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77657659	77696290	APTR	1.9739	1.9739	1	ENST00000440088	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77696459	77783022	RSBN1L	1.9739	1.9739	1	ENST00000334955	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77793728	77798434	TMEM60	1.9739	1.9739	1	ENST00000257663	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77798773	77957503	PHTF2	1.9739	1.9739	1	ENST00000422959	true	q11.23	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	77990384	77995171	DDX3ILA1	1.9739	1.9739	1	ENST00000438324	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	78017055	79453667	MAGI2	1.9739	1.9739	1	ENST00000354212	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	78347142	78359458	RPL13AP17	1.9739	1.9739	1	ENST00000450028	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	78939850	78940895	MAGI2-AS1	1.9739	1.9739	1	ENST00000428298	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	79008988	79012277	MAGI2-AS2	1.9739	1.9739	1	ENST00000411616	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	79030240	79030345	RNU6-337P	1.9739	1.9739	1	ENST00000391243	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	79343266	79343372	RNU6-530P	1.9739	1.9739	1	ENST00000391180	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	79452877	79471208	MAGI2-AS3	1.9739	1.9739	1	ENST00000426835	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	79543911	79544853	NUP35P2	1.9739	1.9739	1	ENST00000416748	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	79654109	79654227	RNA5SP234	1.9739	1.9739	1	ENST00000363916	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	79768028	80226181	GNAI1	1.9739	1.9739	1	ENST00000649796	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	79912104	79912208	RNU6-849P	1.9739	1.9739	1	ENST00000384091	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	80096600	80097215	RPL10P11	1.9739	1.9739	1	ENST00000414541	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	80245926	80246225	RN7SL869P	1.9739	1.9739	1	ENST00000497032	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	80318253	80318544	RN7SL35P	1.9739	1.9739	1	ENST00000466169	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	80369575	80679277	CD36	1.9739	1.9739	1	ENST00000447544	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	80377554	80377835	SNRPBP1	1.9739	1.9739	1	ENST00000443634	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
chr7	80458635	80512064	GNAT3	1.9739	1.9739	1	ENST00000398291	true	q21.11	1	59498944	159345973	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9747	43	0.3940
