geneID	TFCP2L1(MA0145.2)	ARID5A(MA0602.1)	ATF3(MA0605.1)	ESRRG(MA0643.1)	GLI2(MA0734.3)	NPAS2(MA0626.1)	NR5A2(MA0505.2)	SOX17(MA0078.2)	STAT4(MA0518.1)	TWIST2(MA0633.2)	NumPeaks	AvgPeakDistance	AvgPeakSize
ENSMUSG00000016494.9	0.0049444507	0.0164567527	0.0021171614	0.0001309999	0.0017992035	0.0002327587	0.0001349222	0.0216878156	0.0011803348	0.1180646434	6.0000000000	5332.3334960938	898.1666870117
ENSMUSG00000097325.2	0.0015390712	0.0000733402	0.0002334783	0.0000206008	0.0000483944	0.0003112661	0.0000254544	0.0000803268	0.0065033449	0.0000154986	3.0000000000	12130.3330078125	585.3333129883
ENSMUSG00000096929.7	0.0015389676	0.0000715948	0.0002330850	0.0000192998	0.0000483896	0.0003112539	0.0000251740	0.0000803138	0.0065033333	0.0000154876	3.0000000000	12520.3330078125	585.3333129883
ENSMUSG00000104206.1	0.0000754945	0.0008648661	0.0001439831	0.0003840362	0.0000094052	0.0000273234	0.0000835164	0.0000076258	0.0002737720	0.0000059569	4.0000000000	9991.2500000000	843.5000000000
ENSMUSG00000104525.1	0.0000889410	0.0005717527	0.0001081804	0.0003073116	0.0000074950	0.0000255672	0.0000671851	0.0000069278	0.0003284686	0.0000042743	4.0000000000	10792.0000000000	843.5000000000
ENSMUSG00000103867.1	0.0001648203	0.0095188254	0.0003753378	0.0000194430	0.0002658659	0.0006135277	0.0000098743	0.0000390067	0.0038818028	0.0000639697	3.0000000000	13136.0000000000	735.0000000000
ENSMUSG00000104077.1	0.0002843619	0.0164576295	0.0006452008	0.0000208522	0.0004603047	0.0010622142	0.0000143333	0.0000673669	0.0067212832	0.0001106104	3.0000000000	15218.3330078125	735.0000000000
ENSMUSG00000016493.13	0.0012241160	0.0002550781	0.0017135320	0.0011314722	0.0000873050	0.0008423378	0.0003518372	0.0029532312	0.0000276816	0.0657575704	1.0000000000	0.0000000000	1225.0000000000
ENSMUSG00000065412.3	0.0000066163	0.0003831738	0.0000149950	0.0000003940	0.0000107216	0.0000247413	0.0000003141	0.0000015679	0.0001565582	0.0000025754	1.0000000000	18865.0000000000	1618.0000000000
ENSMUSG00000065548.1	0.0000059783	0.0003462249	0.0000135491	0.0000003560	0.0000096877	0.0000223556	0.0000002838	0.0000014167	0.0001414616	0.0000023270	1.0000000000	19372.0000000000	1618.0000000000
ENSMUSG00000104010.1	0.0000022726	0.0001316160	0.0000051506	0.0000001353	0.0000036827	0.0000084984	0.0000001079	0.0000005386	0.0000537760	0.0000008846	1.0000000000	24208.0000000000	1618.0000000000
ENSMUSG00000103443.1	0.0001551162	0.0000323227	0.0002171334	0.0001433766	0.0000110630	0.0001067384	0.0000445837	0.0003742242	0.0000035077	0.0083325939	1.0000000000	10329.0000000000	1225.0000000000
ENSMUSG00000016481.15	0.0036549395	0.0238605391	0.0018574533	0.0000324690	0.0000515054	0.0003709255	0.0000922016	0.0009073721	0.0016464707	0.0329190609	1.0000000000	0.0000000000	2250.0000000000
ENSMUSG00000065405.3	0.0010356674	0.0383643616	0.0521466132	0.0019504646	0.0000339133	0.0015516334	0.0045050130	0.0041912974	0.0022167483	0.0709367116	12.0000000000	11119.0830078125	1372.4166259766
ENSMUSG00000097970.1	0.0138510090	0.0281715209	0.0271032121	0.0009722014	0.0000069596	0.0040122571	0.0103834839	0.0011611114	0.0101775078	0.0014820247	8.0000000000	7965.3750000000	921.3750000000
ENSMUSG00000065567.1	0.0141703245	0.0282853314	0.0278308995	0.0009457970	0.0000067962	0.0041228060	0.0100541180	0.0011680794	0.0098964670	0.0014347691	8.0000000000	8088.3750000000	921.3750000000
ENSMUSG00000100775.1	0.0136591291	0.0244787962	0.0273619266	0.0006577559	0.0000048661	0.0040679719	0.0067331157	0.0010229530	0.0068572127	0.0009594971	8.0000000000	9853.1250000000	921.3750000000
ENSMUSG00000101226.1	0.0002071147	0.0033977592	0.0011461094	0.0006972710	0.0000101767	0.0019157072	0.0052065934	0.0003492395	0.0031511702	0.0135091979	7.0000000000	13020.1425781250	1269.8571777344
ENSMUSG00000026158.11	0.0029188824	0.0123462807	0.0070054550	0.0003821106	0.0000880788	0.0019942543	0.0003719770	0.0014274327	0.1008711461	0.0958791913	6.0000000000	9585.6669921875	2302.6667480469
ENSMUSG00000097920.1	0.0014568194	0.0523828911	0.0109812560	0.0235678916	0.0420372850	0.0282225651	0.0076708420	0.0181489587	0.0540437060	0.0638017257	5.0000000000	8229.5996093750	2677.0000000000
ENSMUSG00000099503.1	0.0012590567	0.0208022361	0.0283879797	0.0010021093	0.0000084849	0.0000826740	0.0001261940	0.0008132748	0.0836836844	0.0323448301	1.0000000000	81.0000000000	3129.0000000000
ENSMUSG00000026155.13	0.0033236371	0.0134893840	0.0004674703	0.0044163513	0.0001481571	0.0004030938	0.0006792932	0.0002995533	0.0010181291	0.0338501364	3.0000000000	14608.3330078125	2132.6667480469
ENSMUSG00000026154.4	0.0002060391	0.0005598392	0.0005478964	0.0445470599	0.0000024801	0.0001073464	0.0445130270	0.0000387672	0.0002000890	0.0000003562	1.0000000000	0.0000000000	1061.0000000000
ENSMUSG00000102495.1	0.0002060391	0.0005598392	0.0005478964	0.0445470599	0.0000024801	0.0001073464	0.0445130270	0.0000387672	0.0002000890	0.0000003562	1.0000000000	0.0000000000	1061.0000000000
ENSMUSG00000026153.15	0.0004171505	0.0001097176	0.0003335871	0.0015748089	0.0001253409	0.0000003644	0.0000530831	0.0000102329	0.0000124657	0.0658107420	1.0000000000	0.0000000000	1332.0000000000
ENSMUSG00000102398.1	0.0004171505	0.0001097176	0.0003335871	0.0015748089	0.0001253409	0.0000003644	0.0000530831	0.0000102329	0.0000124657	0.0658107420	1.0000000000	0.0000000000	1332.0000000000
ENSMUSG00000097670.1	0.0027001393	0.0030420252	0.0022760155	0.0008160062	0.0000037999	0.0029317905	0.0001629040	0.0000551777	0.0014029825	0.0005034268	3.0000000000	18023.6660156250	1637.0000000000
ENSMUSG00000026147.16	0.0004330673	0.0148219745	0.0067118113	0.0002183218	0.0000446675	0.0004010259	0.0004917439	0.0036701616	0.0073419188	0.0095898009	3.0000000000	12168.6669921875	4940.0000000000
ENSMUSG00000073725.8	0.0002497812	0.0015707401	0.0509360810	0.0000383450	0.0000809995	0.0009923143	0.0000236617	0.0008067704	0.0000060909	0.0001156387	1.0000000000	0.0000000000	1767.0000000000
ENSMUSG00000100450.1	0.0000000507	0.0000032055	0.0000005195	0.0000000153	0.0000004892	0.0000000102	0.0000084618	0.0000072441	0.0000011436	0.0000206953	1.0000000000	4270.0000000000	161.0000000000
ENSMUSG00000099392.1	0.0000002538	0.0000271435	0.0000154077	0.0000006307	0.0000001449	0.0000448801	0.0000097533	0.0000029313	0.0000566568	0.0000055667	2.0000000000	13511.5000000000	383.0000000000
ENSMUSG00000100261.1	0.0000168621	0.0000191767	0.0000064552	0.0000000380	0.0001037689	0.0000000674	0.0000005754	0.0076352921	0.0000487838	0.0000392068	1.0000000000	1856.0000000000	369.0000000000
ENSMUSG00000048874.15	0.0005935710	0.0008989736	0.0265344977	0.0000323738	0.0001035447	0.0005338080	0.0002058478	0.0002473429	0.0009718623	0.0330121380	1.0000000000	0.0000000000	2839.0000000000
ENSMUSG00000104315.1	0.0002779821	0.0004210088	0.0124266789	0.0000151614	0.0000484922	0.0002499938	0.0000964030	0.0001158360	0.0004551441	0.0154602979	1.0000000000	3793.0000000000	2839.0000000000
ENSMUSG00000026064.15	0.0280725696	0.0554895130	0.0262683562	0.0004467093	0.0011262709	0.0703055818	0.0003451561	0.0016152512	0.0277403336	0.0333799166	2.0000000000	12076.5000000000	2057.0000000000
ENSMUSG00000086151.3	0.0001222989	0.0004921388	0.0000032705	0.0000149180	0.0000005457	0.0000266084	0.0032670852	0.0020483437	0.0000006366	0.0161909366	1.0000000000	3530.0000000000	515.0000000000
ENSMUSG00000086726.2	0.0000204838	0.0000911620	0.0000005434	0.0000025093	0.0000001067	0.0000044116	0.0005416696	0.0003398145	0.0000001060	0.0026844005	2.0000000000	18137.0000000000	334.0000000000
ENSMUSG00000087346.2	0.0000477396	0.0012584031	0.0014362166	0.0003276063	0.0000190987	0.0009367304	0.0006599974	0.0003744039	0.0000199757	0.0002462925	3.0000000000	18118.6660156250	1507.0000000000
ENSMUSG00000100371.1	0.0000000654	0.0002594034	0.0000073042	0.0000616958	0.0000006635	0.0001209513	0.0000836901	0.0000006711	0.0000000006	0.0224952063	1.0000000000	1885.0000000000	251.0000000000
ENSMUSG00000100237.1	0.0023662306	0.0099577729	0.0126515026	0.0055870596	0.0034063487	0.0030006847	0.0084194953	0.0022381621	0.0015090944	0.0250847250	7.0000000000	12582.5712890625	1879.1428222656
ENSMUSG00000077664.1	0.0000064116	0.0010677953	0.0000460062	0.0000005665	0.0000002396	0.0000001664	0.0000003076	0.0000043591	0.0212698005	0.0285393227	1.0000000000	696.0000000000	288.0000000000
ENSMUSG00000100205.1	0.0000019591	0.0003262785	0.0000140578	0.0000001731	0.0000000732	0.0000000509	0.0000000940	0.0000013320	0.0064992595	0.0087205550	1.0000000000	6624.0000000000	288.0000000000
ENSMUSG00000100592.1	0.0000004314	0.0000718479	0.0000030956	0.0000000381	0.0000000161	0.0000000112	0.0000000207	0.0000002933	0.0014311642	0.0019203028	1.0000000000	14190.0000000000	288.0000000000
ENSMUSG00000101612.2	0.0000254710	0.0006102303	0.0001404513	0.0000375315	0.0000001895	0.0000274921	0.0002017710	0.0000700581	0.0000765233	0.0000009700	1.0000000000	12283.0000000000	2580.0000000000
ENSMUSG00000026134.11	0.0000377787	0.0005395546	0.0001515665	0.0000015191	0.0002015646	0.0003757149	0.0001661470	0.0000089034	0.0001608892	0.0001674795	1.0000000000	0.0000000000	1425.0000000000
ENSMUSG00000101682.1	0.0000235282	0.0006346210	0.0000235017	0.0008882310	0.0000057531	0.0000066008	0.0012712986	0.0000212910	0.0000176218	0.0006521271	1.0000000000	19593.0000000000	2562.0000000000
ENSMUSG00000102093.1	0.0000037156	0.0000530664	0.0000149069	0.0000001494	0.0000198243	0.0000369524	0.0000163409	0.0000008757	0.0000158238	0.0000164720	1.0000000000	11596.0000000000	1425.0000000000
ENSMUSG00000103746.1	0.0000377787	0.0005395546	0.0001515665	0.0000015191	0.0002015646	0.0003757149	0.0001661470	0.0000089034	0.0001608892	0.0001674795	1.0000000000	0.0000000000	1425.0000000000
ENSMUSG00000102198.1	0.0000190363	0.0002718754	0.0000763727	0.0000007654	0.0001015661	0.0001893185	0.0000837196	0.0000044863	0.0000810702	0.0000843910	1.0000000000	3427.0000000000	1425.0000000000
ENSMUSG00000004768.14	0.0000383910	0.0000109254	0.0001151960	0.0000007213	0.0000015997	0.0000013755	0.0000077426	0.0000013611	0.0000007819	0.0000544463	1.0000000000	0.0000000000	643.0000000000
ENSMUSG00000042215.8	0.0002884737	0.0035801638	0.0266809282	0.0002657332	0.0000165052	0.0259549051	0.0027032140	0.0043563352	0.0001326401	0.0330083380	1.0000000000	0.0000000000	2499.0000000000
ENSMUSG00000103072.1	0.0000574092	0.0007124885	0.0053097726	0.0000528836	0.0000032847	0.0051652867	0.0005379667	0.0008669544	0.0000263967	0.0065689907	1.0000000000	8072.0000000000	2499.0000000000
ENSMUSG00000042197.13	0.0003032068	0.0000447807	0.0001064819	0.0000687319	0.0000052094	0.0000030634	0.0003303332	0.0008424045	0.0000224697	0.0318291697	1.0000000000	175.0000000000	893.0000000000
ENSMUSG00000081402.4	0.0000024533	0.0000003623	0.0000008615	0.0000005561	0.0000000421	0.0000000248	0.0000026727	0.0000068159	0.0000001818	0.0002575306	1.0000000000	24260.0000000000	893.0000000000
ENSMUSG00000042182.16	0.0000055869	0.0010309412	0.0003074300	0.0000087152	0.0000071211	0.0000355117	0.0008199075	0.0000748604	0.0005444448	0.0028897500	6.0000000000	13947.8330078125	955.1666870117
ENSMUSG00000104416.1	0.0000803795	0.0041848738	0.0072847501	0.0000447208	0.0000008189	0.0004966916	0.0000078765	0.0001481223	0.0013800872	0.0196630584	4.0000000000	13074.7500000000	930.0000000000
ENSMUSG00000026131.17	0.0000056022	0.0010846864	0.0002913833	0.0000092532	0.0000076335	0.0000356474	0.0008895916	0.0000800354	0.0005828529	0.0030350850	6.0000000000	13811.5000000000	955.1666870117
ENSMUSG00000103596.1	0.0000516057	0.0133164372	0.0008062699	0.0001209035	0.0000969694	0.0003334961	0.0152776549	0.0012034984	0.0084631902	0.0424721279	5.0000000000	7364.0000000000	693.7999877930
ENSMUSG00000099382.1	0.0002583667	0.0000437884	0.0000450616	0.0000013236	0.0000086811	0.0000293412	0.0000094090	0.0000062367	0.0000058240	0.0039529488	2.0000000000	12868.0000000000	1075.5000000000
ENSMUSG00000084506.1	0.0030092665	0.0006334827	0.0002825831	0.0000228745	0.0000363887	0.0004610374	0.0001152536	0.0000437590	0.0007990429	0.0095496463	4.0000000000	12196.7500000000	1413.0000000000
ENSMUSG00000103364.1	0.0000836615	0.0002416513	0.0025097253	0.0000049583	0.0000079179	0.0000098691	0.0000029836	0.0000018247	0.0005758132	0.0007923244	4.0000000000	14799.0000000000	954.7500000000
ENSMUSG00000105982.1	0.0007728207	0.0171102202	0.0227576709	0.0013025085	0.0000209654	0.0007665682	0.0006741453	0.0011942597	0.0040410841	0.0745700064	5.0000000000	10236.5996093750	1459.5999755859
ENSMUSG00000096992.3	0.0001264977	0.0019864403	0.0011085330	0.0008956183	0.0000007095	0.0018237183	0.0000360614	0.0004628867	0.0000290769	0.0040203016	1.0000000000	15988.0000000000	2988.0000000000
ENSMUSG00000104475.1	0.0065901428	0.0571643014	0.0543793865	0.0045161510	0.0003065495	0.0014101079	0.0006262993	0.0029170457	0.0197062117	0.1316922743	2.0000000000	7424.5000000000	3272.0000000000
ENSMUSG00000103001.1	0.0000052811	0.0000006545	0.0000117448	0.0000001524	0.0000001180	0.0000084864	0.0000014568	0.0000002553	0.0000000476	0.0000000217	1.0000000000	18410.0000000000	420.0000000000
ENSMUSG00000104397.1	0.0000467666	0.0001927576	0.0007559620	0.0000247666	0.0000058406	0.0000980076	0.0000021556	0.0001543782	0.0003837038	0.0000005529	1.0000000000	17621.0000000000	2482.0000000000
ENSMUSG00000101206.1	0.0000143683	0.0001982942	0.0000254882	0.0000008391	0.0000000740	0.0000079377	0.0002802473	0.0000641619	0.0000007440	0.0009261407	1.0000000000	21306.0000000000	2399.0000000000
ENSMUSG00000101462.2	0.0000822004	0.0010120217	0.0016194903	0.0000039902	0.0000067040	0.0000668839	0.0000228171	0.0000346145	0.0000479488	0.0023021291	3.0000000000	14505.3330078125	1707.6666259766
ENSMUSG00000102336.1	0.0015200250	0.0151593517	0.0262574803	0.0000752168	0.0001264618	0.0013459253	0.0004271637	0.0006214081	0.0008786313	0.0436330036	3.0000000000	9659.3330078125	1707.6666259766
ENSMUSG00000092852.1	0.0015185912	0.0151586882	0.0262567350	0.0000750150	0.0001261102	0.0013322933	0.0004262105	0.0006213812	0.0008785717	0.0434944696	3.0000000000	9659.3330078125	1707.6666259766
ENSMUSG00000042111.9	0.0009790737	0.0069940476	0.0118687814	0.0010051390	0.0001276310	0.0035304110	0.0021242417	0.0002854573	0.0004077418	0.0481394556	4.0000000000	12033.0000000000	1924.0000000000
ENSMUSG00000101711.1	0.0004113019	0.0029078036	0.0046628577	0.0025978541	0.0000533146	0.0023633910	0.0049965689	0.0001150491	0.0005066919	0.0219605396	6.0000000000	15677.0000000000	1638.3333740234
ENSMUSG00000026127.13	0.0009574611	0.0067611141	0.0114591636	0.0010381332	0.0001260841	0.0035321809	0.0021821744	0.0002758815	0.0003942216	0.0476493040	4.0000000000	11988.2500000000	1924.0000000000
ENSMUSG00000026126.15	0.0015338545	0.0073742685	0.0076441945	0.0448849430	0.0000326315	0.0230940911	0.0846810600	0.0002371047	0.0075386553	0.0437117550	11.0000000000	14923.0908203125	1346.7272949219
ENSMUSG00000100280.2	0.0103184860	0.0104453433	0.0207121015	0.0052716096	0.0002139485	0.0733298431	0.0103410983	0.0003054152	0.0155647575	0.0430403275	9.0000000000	6850.1113281250	1107.3333740234
ENSMUSG00000101223.6	0.0017865106	0.0199437499	0.0781402403	0.0037585266	0.0012212951	0.0070648784	0.0020540931	0.0004793499	0.0046555427	0.1252935860	9.0000000000	11718.8886718750	1107.3333740234
ENSMUSG00000026125.9	0.0001468635	0.0015963857	0.0063866694	0.0002803217	0.0001007735	0.0004639327	0.0001050922	0.0000388110	0.0003093186	0.0102403266	5.0000000000	17767.5996093750	996.7999877930
ENSMUSG00000104002.2	0.0007225614	0.0065235948	0.0060864816	0.0000239691	0.0002031111	0.0002651282	0.0026492566	0.0003837888	0.0013004649	0.0085053273	2.0000000000	10246.0000000000	1413.5000000000
ENSMUSG00000037503.12	0.1087734825	0.0046128673	0.0029531578	0.0009910943	0.0005888220	0.0043601227	0.0213306595	0.0001695676	0.0004405368	0.0666362275	4.0000000000	8417.0000000000	1681.2500000000
ENSMUSG00000104358.1	0.0052317352	0.0544372710	0.0517693806	0.0002182390	0.0016912064	0.0020281418	0.0204828946	0.0032447150	0.0109233443	0.0353728886	3.0000000000	12865.3330078125	2012.6666259766
ENSMUSG00000026123.11	0.0351300063	0.0017550146	0.0010292416	0.0017175938	0.0002486751	0.0012953896	0.0063746019	0.0000530912	0.0000495203	0.0197509662	3.0000000000	2618.6667480469	1551.3333740234
ENSMUSG00000064601.1	0.0000052006	0.0000211551	0.0002536364	0.0000870844	0.0000000425	0.0000506044	0.0000092173	0.0000138870	0.0000203441	0.0000004753	3.0000000000	13182.6669921875	304.3333435059
ENSMUSG00000101714.1	0.0004287293	0.0002131601	0.0094523143	0.0007060254	0.0000484938	0.0001469223	0.0007541043	0.0006540837	0.0034367461	0.0015702250	2.0000000000	11864.0000000000	2240.5000000000
ENSMUSG00000103096.1	0.0006288357	0.0010247032	0.0047716068	0.0000593388	0.0000344455	0.0036212648	0.0004283000	0.0002051472	0.0058293719	0.0086464798	4.0000000000	14358.2500000000	1928.7500000000
ENSMUSG00000102279.1	0.0140935989	0.0023329999	0.0093079157	0.0001476712	0.0002059428	0.0091078820	0.0008431895	0.0003420840	0.0136528607	0.0495004714	6.0000000000	13585.0000000000	1469.5000000000
ENSMUSG00000103708.1	0.0366785200	0.0048215900	0.0002190280	0.0004497002	0.0004027812	0.0097415519	0.0247983652	0.0002038124	0.0055699385	0.0108380050	7.0000000000	9081.4287109375	928.7142944336
ENSMUSG00000104201.1	0.0368815378	0.0048169985	0.0002196010	0.0004522179	0.0004049325	0.0097940656	0.0249371804	0.0002046479	0.0056006355	0.0108957513	7.0000000000	9077.4287109375	928.7142944336
ENSMUSG00000102434.1	0.0027395599	0.0188708042	0.0007159183	0.0020777074	0.0001179960	0.0029352519	0.0041424098	0.0001716907	0.0028359160	0.0381726048	6.0000000000	14535.6669921875	2442.6667480469
ENSMUSG00000045216.7	0.0299030896	0.0222735380	0.0723008362	0.0584993646	0.0058710468	0.0221691303	0.0434979764	0.0104987324	0.0379751328	0.2639877642	6.0000000000	7444.0000000000	5633.5000000000
ENSMUSG00000104523.1	0.0017258669	0.0006044462	0.0038871934	0.0000680616	0.0024153015	0.0018195958	0.0005755232	0.0012544546	0.0026222948	0.0089946152	8.0000000000	16948.0000000000	2473.3750000000
ENSMUSG00000102202.1	0.0078380785	0.0216847870	0.0296990056	0.0006617694	0.0033897516	0.0294466226	0.0206038668	0.0042912039	0.0304597031	0.0916914976	7.0000000000	5867.2856445312	1273.4285888672
ENSMUSG00000037470.14	0.0135161074	0.0015585093	0.0270021005	0.0006262647	0.0004539936	0.0014508424	0.0016718241	0.0010993821	0.0067812108	0.0507889991	8.0000000000	15213.5000000000	924.3750000000
ENSMUSG00000098752.1	0.0008767668	0.0027422910	0.0046044497	0.0012103168	0.0004270081	0.0257021426	0.0022159709	0.0003927993	0.0083495355	0.0319300430	8.0000000000	14232.7500000000	1206.8750000000
ENSMUSG00000047180.8	0.0006283780	0.0010559310	0.0040182678	0.0019324576	0.0028588439	0.0094604795	0.0065568500	0.0005436228	0.0327225577	0.0611627535	8.0000000000	10485.7500000000	1061.1250000000
ENSMUSG00000037447.16	0.0002387824	0.0005205271	0.0259949476	0.0001916095	0.0002309459	0.0008797971	0.0199416710	0.0001230758	0.0051661247	0.0657899521	5.0000000000	4967.7998046875	892.4000244141
ENSMUSG00000102762.1	0.0000033440	0.0000086344	0.0003249780	0.0000022464	0.0000027485	0.0000105841	0.0002711091	0.0000013417	0.0000622046	0.0008142324	2.0000000000	15037.0000000000	1609.0000000000
ENSMUSG00000010453.12	0.0023886589	0.0022998510	0.0003837862	0.0259281499	0.0023844203	0.0000067779	0.0054868597	0.0000266843	0.0000079583	0.0000054486	1.0000000000	0.0000000000	1619.0000000000
ENSMUSG00000098680.1	0.0000509521	0.0000490991	0.0000086773	0.0005521906	0.0000507857	0.0000001566	0.0001182561	0.0000005742	0.0000001742	0.0000010534	2.0000000000	21634.0000000000	972.5000000000
ENSMUSG00000037432.15	0.0014006439	0.0013485694	0.0002250417	0.0152035545	0.0013981585	0.0000039744	0.0032173437	0.0000156470	0.0000046665	0.0000031949	1.0000000000	2669.0000000000	1619.0000000000
ENSMUSG00000001143.13	0.0002785091	0.0006897261	0.0034733753	0.0001060782	0.0000264169	0.0008500510	0.0006451057	0.0023103358	0.0008104416	0.0365536161	4.0000000000	8519.5000000000	898.7500000000
ENSMUSG00000037408.10	0.0002619251	0.0073498780	0.0135989583	0.0890930395	0.0044846150	0.0038249676	0.0900230123	0.0004645959	0.0002917866	0.0158004644	4.0000000000	8300.0000000000	1163.7500000000
ENSMUSG00000104316.1	0.0002212502	0.0109442440	0.0215089665	0.0630721593	0.0070844237	0.0025134843	0.0644357284	0.0003550807	0.0004618418	0.0100011244	4.0000000000	8149.5000000000	1163.7500000000
ENSMUSG00000106081.1	0.0011940686	0.0019264597	0.0064719427	0.0017329030	0.0008041529	0.0005676633	0.0005499864	0.0002646398	0.0007048877	0.0070177100	9.0000000000	12286.4443359375	1236.8889160156
ENSMUSG00000001138.13	0.0033294716	0.0053799035	0.0186682490	0.0043251479	0.0023219516	0.0011603871	0.0015522159	0.0006656160	0.0018949604	0.0202495282	9.0000000000	8888.2226562500	1236.8889160156
ENSMUSG00000102845.1	0.0089433587	0.0204594848	0.0263212864	0.0020043690	0.0018839690	0.0176252423	0.0080639457	0.0099407049	0.0082919923	0.3021968365	10.0000000000	11718.4003906250	1403.5000000000
ENSMUSG00000067653.12	0.0082921208	0.0058919077	0.0248234961	0.0026590273	0.0010315575	0.0180091921	0.0033782704	0.0091552071	0.0137356460	0.2790589152	10.0000000000	14909.0996093750	2537.8000488281
ENSMUSG00000109510.1	0.0065631830	0.0047043748	0.0202821630	0.0033805611	0.0010108403	0.0121740956	0.0032137564	0.0056613466	0.0150325948	0.2012245294	8.0000000000	13367.0000000000	2878.7500000000
ENSMUSG00000079610.9	0.0152301750	0.0083593448	0.0380881264	0.0119379972	0.0029556218	0.0131321515	0.0096277321	0.0022356791	0.0482850604	0.2629891038	7.0000000000	12053.8574218750	4576.4287109375
ENSMUSG00000026121.13	0.0606731328	0.0070002881	0.0455628832	0.0105821212	0.0080434670	0.0379330095	0.0331642907	0.0028382752	0.0885753639	0.4208772537	7.0000000000	12585.8574218750	4980.2856445312
ENSMUSG00000087589.3	0.0582590452	0.0069424510	0.0449733104	0.0103017252	0.0080175645	0.0365626471	0.0329854560	0.0028518824	0.0876903996	0.4161755226	7.0000000000	12585.8574218750	4980.2856445312
ENSMUSG00000046337.17	0.0025781431	0.0000533654	0.0002239559	0.0055681591	0.0005454589	0.0000854373	0.0010809759	0.0000089335	0.0034121428	0.0071884079	2.0000000000	16325.0000000000	1973.0000000000
ENSMUSG00000089906.1	0.0116068641	0.0087956932	0.0172764407	0.0024886301	0.0025927431	0.0112764919	0.0129178212	0.0046914447	0.0024473189	0.0935339974	14.0000000000	9439.2861328125	2084.1428222656
ENSMUSG00000077939.1	0.0000004325	0.0000706612	0.0000067307	0.0000340689	0.0000000553	0.0000000474	0.0000044281	0.0000003509	0.0000514463	0.0014604132	1.0000000000	15558.0000000000	561.0000000000
ENSMUSG00000061518.10	0.0121817590	0.0002527673	0.0011548382	0.0262769447	0.0025761873	0.0004161637	0.0051104168	0.0000422864	0.0161321374	0.0340449124	2.0000000000	8295.5000000000	1973.0000000000
ENSMUSG00000037351.9	0.0020795026	0.0001199127	0.0122554613	0.0004083418	0.0003009241	0.0016270938	0.0012207508	0.0000166374	0.0039665490	0.0157426052	2.0000000000	12942.0000000000	1973.0000000000
ENSMUSG00000102416.4	0.0044915551	0.0002578845	0.0262953152	0.0009413192	0.0006519920	0.0034917451	0.0026316521	0.0000357983	0.0085497732	0.0338582189	2.0000000000	8897.0000000000	1973.0000000000
ENSMUSG00000026116.11	0.0001423304	0.0228677270	0.0001395625	0.0000195299	0.0000851445	0.0016049919	0.0000518586	0.0000160024	0.0001037870	0.0001732335	3.0000000000	10895.0000000000	1184.0000000000
ENSMUSG00000103016.1	0.0001162114	0.0006484373	0.0002066758	0.0024699143	0.0000712876	0.0001658244	0.0000954207	0.0000439563	0.0029102071	0.0088291906	5.0000000000	14118.2001953125	1038.5999755859
ENSMUSG00000102930.1	0.0008397125	0.0296203404	0.0011186302	0.0000640229	0.0000221962	0.0197303037	0.0011960612	0.0003257284	0.0177064009	0.0833995826	4.0000000000	12593.0000000000	1381.5000000000
ENSMUSG00000103159.1	0.0004582189	0.0122456602	0.0002054393	0.0000142970	0.0000202304	0.0030709487	0.0002737092	0.0000640752	0.0042729617	0.0117584287	4.0000000000	13020.7500000000	1400.2500000000
ENSMUSG00000080054.3	0.0000067887	0.0014873971	0.0000075343	0.0000010158	0.0000044490	0.0000871031	0.0000027267	0.0000036255	0.0000022078	0.0000090417	2.0000000000	12929.5000000000	1338.5000000000
ENSMUSG00000095944.1	0.0000002483	0.0000121349	0.0000115603	0.0000000394	0.0000000404	0.0000001125	0.0000000929	0.0000000570	0.0001479806	0.0000001048	1.0000000000	23959.0000000000	733.0000000000
ENSMUSG00000050122.18	0.0000170873	0.0008350449	0.0007955018	0.0000027116	0.0000027796	0.0000077401	0.0000063931	0.0000039204	0.0101830645	0.0000072135	1.0000000000	2802.0000000000	733.0000000000
ENSMUSG00000102231.1	0.0004209079	0.0000526817	0.0000427385	0.0001793560	0.0000883751	0.0009896929	0.0000241367	0.0000157896	0.0000855919	0.0001697662	3.0000000000	12098.3330078125	478.6666564941
ENSMUSG00000026113.17	0.0004210877	0.0000527165	0.0000427421	0.0001794692	0.0000885068	0.0009896977	0.0000241548	0.0000157969	0.0000855919	0.0001698532	3.0000000000	11986.3330078125	478.6666564941
ENSMUSG00000086064.1	0.0000029403	0.0000027520	0.0000001029	0.0000146153	0.0000025130	0.0000000663	0.0000023207	0.0000001561	0.0000000005	0.0000016640	2.0000000000	16125.0000000000	203.5000000000
ENSMUSG00000102879.1	0.0000050135	0.0000046923	0.0000001755	0.0000249200	0.0000042848	0.0000001130	0.0000039569	0.0000002662	0.0000000008	0.0000028373	2.0000000000	13457.0000000000	203.5000000000
ENSMUSG00000026112.7	0.0016606666	0.0012546454	0.0258711391	0.0447696197	0.0001096621	0.0003382666	0.0446507587	0.0002387854	0.0000210501	0.0659663968	1.0000000000	0.0000000000	1979.0000000000
ENSMUSG00000026111.15	0.0016606666	0.0012546454	0.0258711391	0.0447696197	0.0001096621	0.0003382666	0.0446507587	0.0002387854	0.0000210501	0.0659663968	1.0000000000	0.0000000000	1979.0000000000
